Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,15.767824,16.398537,15.639854,16.352835,10.621561,15454500
2010-01-05,16.56307,16.974405,16.425961,16.77331,10.894671,17087295
2010-01-06,16.809872,17.38574,16.599634,17.193785,11.167779,16896939
2010-01-07,17.166363,17.413162,16.800732,17.321754,11.250899,12077869
2010-01-08,17.303473,17.349176,16.937843,17.084095,11.096528,13914258
2010-01-11,17.239489,17.303473,16.654478,16.919561,10.989662,10924575
2010-01-12,16.608774,16.709324,16.261427,16.645338,10.811547,10643854
2010-01-13,16.636196,16.636196,16.142595,16.508226,10.722491,16334733
2010-01-14,16.508226,16.79159,16.361975,16.700184,10.847172,9420981
2010-01-15,16.681902,17.175503,16.590494,17.157221,11.14403,21476533
2010-01-19,17.138941,17.303473,16.974405,17.248629,11.203403,13518667
2010-01-20,17.084095,17.568556,17.020109,17.477148,11.35183,19232082
2010-01-21,17.440584,17.559416,16.937843,17.276051,11.22121,14618575
2010-01-22,17.084095,17.138941,16.535648,16.617916,10.793737,15366215
2010-01-25,16.755028,16.956123,16.499086,16.77331,10.894671,10782683
2010-01-26,16.691042,17.413162,16.617916,17.38574,11.292459,22434767
2010-01-27,17.221207,17.422302,16.755028,17.084095,11.096528,25500812
2010-01-28,17.047531,17.166363,16.453382,16.846436,10.942164,16059701
2010-01-29,16.873857,17.413162,16.809872,16.837294,10.936227,16339109
2010-02-01,17.056673,17.541134,17.047531,17.513712,11.375578,13116404
2010-02-02,17.559416,17.650824,17.202925,17.60512,11.43495,12607912
2010-02-03,17.303473,17.50457,17.038391,17.312614,11.244963,8913037
2010-02-04,17.038391,17.111517,16.526508,16.55393,10.752179,10470127
2010-02-05,16.499086,16.608774,15.987203,16.599634,10.781861,13516261
2010-02-08,16.581352,16.654478,16.279707,16.316271,10.597808,7159464
2010-02-09,16.517366,16.718464,16.297989,16.54479,10.74624,9645579
2010-02-10,16.462523,16.55393,16.115173,16.453382,10.686868,8711194
2010-02-11,16.462523,16.535648,16.096891,16.453382,10.686868,14182616
2010-02-12,16.252285,16.270567,16.005484,16.179159,10.538028,12805708
2010-02-16,16.307131,16.480804,16.243143,16.425961,10.698774,9928488
2010-02-17,16.453382,16.54479,16.188299,16.288849,10.609473,8019239
2010-02-18,16.252285,16.334553,16.096891,16.170017,10.532071,12758884
2010-02-19,16.224863,16.398537,16.060329,16.352835,10.651149,9502593
2010-02-22,16.444241,16.453382,16.179159,16.252285,10.585659,10545175
2010-02-23,16.188299,16.252285,15.795247,15.978062,10.407047,11636440
2010-02-24,15.987203,16.261427,15.804388,16.087751,10.478487,9561779
2010-02-25,15.83181,15.95064,15.648995,15.95064,10.389183,10209099
2010-02-26,15.959781,16.252285,15.923218,16.014626,10.430861,7680099
2010-03-01,16.133455,16.234003,16.087751,16.124313,10.502305,6410621
2010-03-02,16.078611,16.837294,16.005484,16.636196,10.83571,14737493
2010-03-03,16.736746,17.221207,16.700184,17.020109,11.085767,12679898
2010-03-04,17.065813,17.239489,16.910419,17.202925,11.204842,9867989
2010-03-05,17.294333,17.943327,17.294333,17.888483,11.651369,15482288
2010-03-08,17.906763,18.171846,17.870201,17.934187,11.681135,8676295
2010-03-09,17.760511,18.007313,17.742229,17.851919,11.627553,8237601
2010-03-10,17.925047,18.820841,17.906763,18.756857,12.216963,18427774
2010-03-11,18.656307,19.113346,18.44607,18.656307,12.151483,13469984
2010-03-12,18.756857,18.811701,18.382084,18.683729,12.16934,10460609
2010-03-15,18.610603,18.665447,18.20841,18.610603,12.121709,10811564
2010-03-16,18.665447,18.829983,18.519196,18.793419,12.240783,9592739
2010-03-17,18.857405,19.16819,18.784279,18.884827,12.300321,11251571
2010-03-18,18.893967,19.04936,18.601463,18.784279,12.234827,8108947
2010-03-19,18.564899,18.884827,18.244972,18.564899,12.091944,10598453
2010-03-22,18.089581,18.628885,17.961609,18.546618,12.080029,10229119
2010-03-23,18.555759,18.610603,18.372944,18.555759,12.085986,8356957
2010-03-24,18.382084,18.976234,18.244972,18.912249,12.318177,12482649
2010-03-25,19.021938,19.195612,18.135283,18.162706,11.829974,14255476
2010-03-26,18.281536,18.345522,17.641682,18.025595,11.740672,14513551
2010-03-29,18.135283,18.272394,17.952469,18.180986,11.841878,9463428
2010-03-30,18.20841,18.244972,18.007313,18.135283,11.812113,9559810
2010-03-31,18.107861,18.117002,17.824497,18.007313,11.728766,12576952
2010-04-01,18.135283,18.473492,17.989031,18.299816,11.919284,11606355
2010-04-05,18.409506,18.884827,18.244972,18.857405,12.282458,11105413
2010-04-06,18.793419,19.04936,18.702011,18.957952,12.347951,8179182
2010-04-07,18.839123,18.839123,18.281536,18.382084,11.972866,9113567
2010-04-08,18.025595,18.473492,17.650824,18.299816,11.919284,13149442
