Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,13.3,13.605,13.2475,13.335,11.444662,1316400
2010-01-05,13.36,13.42,12.875,13.195,11.324509,2732400
2010-01-06,13.1425,13.2725,13.0225,13.1675,11.300907,1483200
2010-01-07,13.075,13.38,13.075,13.3475,11.45539,919200
2010-01-08,13.375,13.48,13.1925,13.34,11.448956,548000
2010-01-11,13.345,13.3475,13.11,13.2325,11.356693,984000
2010-01-12,13.1925,13.2875,13.1075,13.2375,11.360983,1346400
2010-01-13,13.3175,13.375,13.15,13.3225,11.433935,1309200
2010-01-14,13.3125,13.35,13.13,13.21,11.337382,1093600
2010-01-15,13.275,13.275,13.03,13.1125,11.253703,1418400
2010-01-19,13.0625,13.28,13.0025,13.2175,11.343821,2829200
2010-01-20,12.745,12.865,12.525,12.7825,10.97049,2541200
2010-01-21,12.8375,13.0525,12.505,12.6875,10.888956,1836000
2010-01-22,12.7175,12.8675,12.5,12.5275,10.751634,1514000
2010-01-25,12.5875,12.8325,12.4125,12.8125,10.996232,1590800
2010-01-26,12.385,12.7475,12.28,12.655,10.861062,2916000
2010-01-27,12.575,13.1175,12.4625,13.055,11.204358,3318400
2010-01-28,13.275,13.375,12.8025,12.875,11.04987,5424800
2010-01-29,12.88,13.08,12.595,12.6175,10.828877,2592800
2010-02-01,12.7225,13.0625,12.6475,13.04,11.191482,1876800
2010-02-02,13.0075,13.27,12.9375,13.23,11.354551,1108800
2010-02-03,13.1475,13.275,12.91,13.035,11.187192,1363200
2010-02-04,12.9925,13.0275,12.67,12.7025,10.90183,1210400
2010-02-05,12.75,12.8375,12.45,12.65,10.856769,1222400
2010-02-08,13.025,13.025,12.5075,12.535,10.758074,1016000
2010-02-09,12.68,12.8625,12.525,12.84,11.019832,1178800
2010-02-10,12.7625,12.8525,12.6275,12.74,10.934011,883200
2010-02-11,12.675,12.995,12.5325,12.97,11.131406,983600
2010-02-12,12.895,12.955,12.7525,12.94,11.10566,937200
2010-02-16,13.0,13.135,12.945,13.1075,11.249415,686000
2010-02-17,13.2,13.455,13.1575,13.4275,11.524053,998800
2010-02-18,13.3975,13.3975,13.1725,13.3075,11.421063,940400
2010-02-19,13.3175,13.425,13.2075,13.355,11.461827,917200
2010-02-22,13.4025,13.5,13.32,13.34,11.448956,961200
2010-02-23,13.355,13.525,13.24,13.3625,11.468268,1641600
2010-02-24,13.435,13.705,13.25,13.685,11.745048,927200
2010-02-25,13.6475,13.88,13.5725,13.725,11.779378,1655200
2010-02-26,13.75,13.8025,13.6125,13.68,11.740761,1735600
2010-03-01,13.95,14.37,13.825,14.3325,12.300762,3799200
2010-03-02,14.3075,14.405,14.125,14.235,12.217082,2250000
2010-03-03,14.3025,14.3575,14.1125,14.1925,12.18061,1466400
2010-03-04,14.26,14.3625,14.0975,14.1425,12.137696,1481600
2010-03-05,14.165,14.4025,14.125,14.37,12.332945,2079200
2010-03-08,14.3925,14.4725,14.3,14.425,12.380146,809600
2010-03-09,14.395,14.5,14.2725,14.35,12.315781,1207600
2010-03-10,14.3075,14.5625,14.2575,14.4475,12.399458,1176800
2010-03-11,14.3325,14.5,14.29,14.4925,12.468285,759200
2010-03-12,14.5,14.575,14.35,14.575,12.539264,678400
2010-03-15,14.5125,14.5725,14.3625,14.5075,12.481189,732800
2010-03-16,14.505,15.1,14.505,15.07,12.965126,2652800
2010-03-17,14.815,14.9175,14.4925,14.745,12.685518,3016400
2010-03-18,14.7125,14.9025,14.5775,14.8975,12.816719,962000
2010-03-19,14.975,14.975,14.76,14.8225,12.752193,2049200
2010-03-22,14.75,15.1425,14.67,15.0775,12.971577,1220400
2010-03-23,15.06,15.06,14.8575,14.975,12.883392,1067600
2010-03-24,14.8975,14.99,14.675,14.6925,12.640352,973600
2010-03-25,14.7275,14.86,14.515,14.5225,12.494094,1216000
2010-03-26,14.565,14.7275,14.475,14.5575,12.524204,908400
2010-03-29,14.6325,14.7325,14.455,14.5675,12.532813,725200
2010-03-30,14.625,14.835,14.5125,14.7475,12.687669,895200
2010-03-31,14.7475,14.86,14.51,14.5125,12.485494,868800
2010-04-01,14.5625,14.85,14.5525,14.85,12.775857,826800
2010-04-05,14.935,15.25,14.7725,15.245,13.115683,994800
2010-04-06,15.22,15.38,15.1575,15.37,13.223224,860400
2010-04-07,16.5625,16.969999,16.290001,16.637501,14.313688,6803600
2010-04-08,16.752501,16.8225,16.5,16.620001,14.298627,2057600
2010-04-09,16.98,16.99,16.535,16.615,14.294329,1356000
2010-04-12,16.702499,16.735001,16.495001,16.575001,14.259917,910000
2010-04-13,16.577499,16.75,16.52,16.705,14.371756,1316000
2010-04-14,16.7925,16.809999,16.5725,16.735001,14.397571,2200800
2010-04-15,16.7925,16.940001,16.645,16.737499,14.399722,779200
2010-04-16,16.772499,16.8575,16.645,16.73,14.39327,1302800
2010-04-19,16.7225,17.172501,16.692499,17.035,14.655666,2651600
2010-04-20,17.15,17.309999,16.907499,16.9825,14.610495,1404400
2010-04-21,17.01,17.355,16.8375,17.295,14.879354,1816800
2010-04-22,17.0725,17.58,17.035,17.467501,15.027758,2490800
2010-04-23,17.4375,17.475,17.1775,17.442499,15.006246,1151600
2010-04-26,17.8025,17.965,17.512501,17.549999,15.098731,1218400
2010-04-27,17.415001,17.497499,16.877501,16.91,14.548127,1939600
2010-04-28,16.9375,17.165001,16.655001,16.7575,14.416927,1415600
2010-04-29,16.8125,17.477501,16.8125,17.41,14.978291,1511600
2010-04-30,17.497499,17.497499,16.7925,16.7925,14.447037,2260000
2010-05-03,16.807501,17.094999,16.684999,16.9825,14.610495,903600
2010-05-04,16.75,16.92,16.51,16.622499,14.300783,1540400
2010-05-05,16.397499,16.809999,16.299999,16.475,14.173886,2352400
2010-05-06,16.3125,16.395,14.8125,16.014999,13.778134,2527200
2010-05-07,16.012501,16.262501,15.4425,15.77,13.567354,1978400
2010-05-10,16.375,16.692499,16.262501,16.692499,14.361003,1491200
2010-05-11,16.504999,17.18,16.4575,16.959999,14.591142,1548800
2010-05-12,17.049999,17.469999,16.9,17.445,15.0084,1840800
2010-05-13,17.362499,17.75,17.26,17.385,14.98685,3296400
2010-05-14,17.2225,17.297501,16.852501,17.102501,14.743316,1537600
2010-05-17,17.200001,17.3925,16.7425,17.385,14.98685,1711600
2010-05-18,17.615,17.905001,16.674999,16.690001,14.387722,2203600
2010-05-19,16.525,16.952499,16.395,16.764999,14.45237,1636000
2010-05-20,16.379999,16.77,16.15,16.299999,14.051522,2176800
2010-05-21,16.057501,16.725,16.002501,16.434999,14.167896,2442800
2010-05-24,16.375,16.727501,16.195,16.455,14.185138,1227600
2010-05-25,16.075001,16.5275,15.875,16.497499,14.221775,1206800
2010-05-26,16.6325,16.8475,16.059999,16.1625,13.932985,2492400
2010-05-27,16.540001,17.129999,16.225,17.112499,14.751939,2551600
2010-05-28,17.1175,17.422501,16.8475,16.940001,14.603233,1846800
2010-06-01,16.8675,17.09,16.57,16.57,14.284276,2090800
2010-06-02,16.5975,16.9575,16.405001,16.887501,14.557976,22908000
2010-06-03,16.887501,17.344999,16.647499,16.9,14.568748,3351200
2010-06-04,16.647499,16.657499,16.01,16.059999,13.844625,3034800
2010-06-07,16.115,16.254999,15.6,15.62,13.465322,1752400
2010-06-08,15.7225,15.9875,15.275,15.9475,13.747642,3206800
2010-06-09,16.094999,16.615,15.975,16.0625,13.846779,2065600
2010-06-10,16.317499,16.385,15.88,16.3375,14.083845,2508000
2010-06-11,16.145,16.6775,16.125,16.625,14.331686,1734400
2010-06-14,16.754999,17.219999,16.754999,16.969999,14.629093,1878400
2010-06-15,17.135,17.1525,16.805,17.102501,14.743316,1017200
2010-06-16,16.977501,17.172501,16.7575,17.004999,14.659265,1130400
2010-06-17,17.092501,17.1325,16.530001,16.637501,14.342463,1208800
2010-06-18,16.627501,16.932501,16.5075,16.797501,14.480389,3882400
2010-06-21,17.120001,17.18,16.4025,16.477501,14.204535,2711200
2010-06-22,16.540001,16.709999,15.805,15.8275,13.644196,2793200
2010-06-23,15.77,16.195,15.6125,16.094999,13.874794,2892400
2010-06-24,15.9725,16.0175,15.54,15.625,13.469628,1999200
2010-06-25,15.625,15.83,15.4275,15.51,13.370493,18251200
2010-06-28,15.545,15.9175,15.5,15.76,13.586009,2512000
2010-06-29,15.5875,15.66,15.1325,15.33,13.215322,2163600
2010-06-30,15.295,15.565,15.1475,15.2425,13.139895,1618000
2010-07-01,15.225,15.3625,14.775,15.31,13.198081,1864400
2010-07-02,15.35,15.5175,15.1525,15.3675,13.247653,1792400
2010-07-06,15.5125,16.0,15.125,15.3175,13.204547,2046000
2010-07-07,15.4125,15.97,15.3275,15.94,13.741176,2353600
2010-07-08,16.8475,17.032499,16.2675,16.352501,14.096779,6386800
2010-07-09,16.3675,16.502501,16.205,16.434999,14.167896,2404400
2010-07-12,16.440001,16.514999,16.33,16.48,14.206685,1842400
2010-07-13,16.6075,16.9475,16.6075,16.842501,14.519186,1978400
2010-07-14,16.8825,17.067499,16.52,16.9825,14.639866,2146800
2010-07-15,17.0425,17.309999,16.647499,17.205,14.831677,2838400
2010-07-16,17.120001,17.125,16.647499,16.6875,14.385564,2158800
2010-07-19,16.627501,17.040001,16.625,17.01,14.663571,3254000
2010-07-20,16.797501,17.245001,16.702499,17.215,14.840298,1890800
2010-07-21,17.3125,17.3125,16.672501,16.817499,14.497631,2938400
2010-07-22,17.1175,17.1875,16.860001,17.112499,14.751939,3135600
2010-07-23,17.0,17.442499,16.8325,17.4275,15.023487,2731600
2010-07-26,17.375,17.59,17.192499,17.5375,15.118314,2512800
2010-07-27,17.5975,17.625,17.1,17.2575,14.876935,1662400
2010-07-28,17.262501,17.35,16.934999,17.030001,14.68082,1047600
2010-07-29,17.3575,17.434999,17.014999,17.3475,14.954522,2166000
2010-07-30,17.135,17.485001,17.032499,17.377501,14.980388,1082000
2010-08-02,17.555,17.684999,17.344999,17.625,15.193744,1880800
2010-08-03,17.602501,17.612499,17.084999,17.3125,14.924353,1274400
2010-08-04,17.41,17.555,17.275,17.465,15.055816,762000
2010-08-05,17.397499,17.59,17.110001,17.565001,15.142016,855200
2010-08-06,17.344999,17.620001,17.192499,17.6,15.172194,938000
2010-08-09,17.655001,18.0975,17.6525,18.004999,15.521321,2517200
2010-08-10,17.934999,17.952499,17.637501,17.782499,15.329514,1307200
2010-08-11,17.25,17.25,16.825001,17.047501,14.695904,2281600
2010-08-12,16.825001,17.3125,16.717501,17.227501,14.881625,1487200
2010-08-13,17.217501,17.264999,17.0275,17.137501,14.803885,993200
2010-08-16,17.075001,17.42,17.0,17.307501,14.950734,1163600
2010-08-17,17.5,17.5875,17.327499,17.327499,14.968016,1730800
2010-08-18,17.299999,17.8025,17.2225,17.5825,15.188293,1209600
2010-08-19,17.530001,17.799999,17.355,17.514999,15.129976,1506000
2010-08-20,17.42,17.745001,17.275,17.700001,15.289788,993600
2010-08-23,17.745001,17.952499,17.719999,17.754999,15.337295,1540000
2010-08-24,17.6175,17.6175,17.190001,17.202499,14.860032,1662800
2010-08-25,17.102501,17.225,16.8825,17.0,14.685111,3406400
2010-08-26,17.02,17.1075,16.727501,16.7675,14.48427,2774800
2010-08-27,16.9625,17.2325,16.5875,17.16,14.823325,2102800
2010-08-30,17.047501,17.352501,17.004999,17.07,14.745573,1147200
2010-08-31,16.975,17.2425,16.8825,16.995001,14.68079,2284000
2010-09-01,17.1175,17.66,17.067499,17.557501,15.166694,1648800
2010-09-02,17.535,17.9475,17.504999,17.852501,15.421524,2274400
2010-09-03,18.25,18.370001,17.799999,18.155001,15.682835,1875200
2010-09-07,18.004999,18.495001,18.004999,18.33,15.834002,1918400
2010-09-08,18.325001,18.700001,18.264999,18.620001,16.084511,2409200
2010-09-09,18.75,18.75,18.334999,18.365,15.864241,1339200
2010-09-10,18.375,18.51,18.344999,18.41,15.903112,1174000
2010-09-13,18.620001,18.735001,18.525,18.575001,16.045633,1334200
2010-09-14,18.620001,19.0,18.540001,18.870001,16.30047,1323200
2010-09-15,18.875,19.09,18.68,19.075001,16.477558,1150800
2010-09-16,18.965,19.139999,18.775,18.860001,16.291832,922000
2010-09-17,18.855,19.174999,18.735001,18.844999,16.278872,1857800
2010-09-20,18.950001,19.365,18.83,19.334999,16.702145,1245400
2010-09-21,19.295,19.57,19.25,19.309999,16.680555,1169400
2010-09-22,19.209999,19.35,18.934999,18.995001,16.408451,1068200
2010-09-23,18.805,19.25,18.754999,18.985001,16.399807,661200
2010-09-24,19.264999,19.43,19.155001,19.295,16.667599,1159000
2010-09-27,19.325001,19.325001,19.135,19.174999,16.563929,720000
2010-09-28,19.370001,19.84,19.135,19.799999,17.103828,1709200
2010-09-29,19.450001,19.815001,19.450001,19.610001,16.939707,869200
2010-09-30,19.665001,19.975,19.52,19.83,17.129744,1517200
2010-10-01,19.950001,19.965,19.415001,19.6,16.931068,1309400
2010-10-04,19.6,19.6,19.205,19.309999,16.680555,882200
2010-10-05,19.535,19.85,19.33,19.465,16.814449,1581400
2010-10-06,19.465,19.559999,19.280001,19.525,16.866287,775800
